content,score
"Terdapat bug di bagian uang tunai. saya sudah coba memasukkan pendapatan ke uang tunai pada hari pertama berhasil masuk. tetapi ketika di hari berikutnya saya membuka lagi aset tunai ku langsung Rp 0,-. ketika saya mau transfer aset dari bank ke tunai juga tidak bisa. semoga cepat segera diperbaiki bug nya",3
"Aplikasi ini sangat bagus untuk mencata keungan, lebih bikin aware lagi sama pengeluaran kita Namun sedikit saran saja ini untuk grafik penghitungan biaya pengeluaran hanya 1 bulan, seharusnya bisa dibikin sampe grafik per 2 bulan",5
enak banget aplikasinya yg penting jgn sampai ada iklan,5
"Ulasan: Aplikasi yang sudah saya gunakan sejak 2021 lalu, minusnya suka ada iklan setiap selesai menginput data, tapi plusnya ga ada batasan pengisian dan bisa disimpan datanya ke akun gdrive. Saran: tolong tambahkan fitur transfer dari aset 1 ke aset yang lain biar tidak perlu melakukan penambahan atau pengurangan dana secara manual.",4
Aplikasi bagus banget buat track keuangan. tapi sayangnya gak ada fitur buat ngehitung utang dan kartu kredit. untuk kedepannya semoga bisa ditambah fitur ini. love it,4
lengkap dan gratis. mantap. saran fitur: tambahkan fitur detail pemasukan dan pengeluaran per harinya dengan total sisa uang harian agar lebih bisa melihat apakah hari ini lebih besar pengeluaran atau pemasukan.,5
"untuk yang mencatat keuangan harian, ini udh paten kali fitur2nya udh lebih dari cukup tinggal input pemasukan hari ini berapa, pengeluaran hari ini berapa dan utk apa, terus ada statistiknya juga.",5
"fiturnya lengkap sekali! minusnya hanya cuma bisa 1 buku saja, lebih baik bisa beberapa buku.",5
"aplikasi paling simpel dan gampang bgt makenya sat set ga ribet, iklannya ga mengganggu. thank u",5
"Sangat Bagus Sekali, saya beli yang pro.. bayar 100 ribu tapi karena aplikasi ini saya jadi bisa memgatur keuangan sehingga menghemat jutaan rupiah, Terimakasih banyak",5
"sangat mudah digunakan, kalo bisa tambahin fitur tabungan tapi tidak bercampur dengan pemasukan, jadi terpisah antara uang bulanan dan tabungan",4
"aplikasi keren yg aku cari selama ini. aku cari aplikasi yg juga bisa mencatat pengeluaran menggunakan kartu kredit, dan aplikasi ini bekerja dengan baik.",5
"Good sangat membantu, izin memberikan saran, mungkin ad fitur kelanjutan yang mana aset untuk bulan lalu tetap ada di data untuk bukan berikutnya jadi tidak perlu menambahkan data aset baru untuk setiap bulanya, terimakasih",5
aku suka banget sama aplikasinya 😭😭 mau nangis karna merasa sangat membantu banget buat pengeluaran harian biar gak over budget.. udah gitu bikin akun bank banyak² dan bisa transfer antar akun lainnya jadi gak perlu catat uang masuk lagi di akun yg di tuju.. makasi banyaaaak,5
praktis untuk mencatat pembukuan keuangan harian...sebelum menggunakan aplikasi ini biasanya harus mengingat dengan keras tentang pemasukan dan pengeluaran yang terkadang tidak sesuai dengan saldo yang ada...apkikasi semakin mudah karena ada fitur aset yang terpisah antara saldo bank dan uang tunai sehingga tidak lagi mengingat jumlah uang baik saldo bank maupun uang tunai,5
"Saya sudah 3 bulan memakai aplikasi ini, so far cukup bagus namun ada beberapa yang masih kurang seperti 1. Tidak adanya fitur biaya admin saat transfer yang bisa membuat selisih beberapa rupiah 2. Tidak ada budgeting untuk memonitor berapa yang sudah dikeluarkan untuk kategori tertentu 3. Kategori untuk E-WALLET, ini tidak terlalu berpengaruh tapi alangkah baiknya jika ada Kedua hal ini seharusnya bisa mempermudah orang yang memiliki sedikit waktu untuk sekedar menghitung uang",3
"untungnya aplikasi ini gratis, jadi ada manfaatnya.",5
aplikasi simpel banget toopppp,5
Aplikasi yang bermanfaat untuk mencatat posisi dan pengeluaran keuangan. Aku sudah pakai hampir 2 tahun. Interfacenya cukup minimalis. Fiturnya mudah digunakan dan dimengerti. Bisa menggunakan carryover dana juga yg memudahkan pencatatatan bulan depan.,5
"sangat membantu untuk pencatatan transaksi kebutuhan sehari2, tampilanya menarik mudah digunakan. saran bisa lebih banyak akun tidak cuma satu dan untuk ekspor file bisa ditambahkan format pdf nya",5
"Tambahkan fitur untuk multi akun google, sehingga bisa mengubah akun / google. Edit: Ada aplikasi yang berbeda, versi Free dan Premium, akan tetapi saya sudah membayar aplikasi premium di aplikasi versi gratis,.. lol jadi saya tidak akan membayar lagi hanya untuk mendownload aplikasi versi premium.",4
"Habis di update malah jadi logout, mana blum di backup lagi .... Login juga pake no telp, jadi ga bisa pdhl dulu kayaknya pake email dh, adakah solusi untuk restore data yg lalu soalnya data 2 tahun lebih Sekarang ga bs masuk",4
"Ini dia mbahnya dari aplikasi sejenis yang niru aplikasi ini, ternyata kalah di keyword pencarian doang, mesti dicari pakai keyword money manager, saya sudah coba banyak app dari hasil pencarian dengan bahasa indonesia gk ada yang bagus, ini dia aslinya, pantas banyak yang pake.",5
"Saya gunakan aplikasi ini sejak tahun 2013. Sangat berguna dan aplikasi ini senantiasa berkembang terus. Menurut saya, setelah mencoba beberapa beberapa aplikasi sejenis, aplikasi ini yang terbaik. Layak dapat bintang 5. Saya akan lebih apresiasi bila aplikasi ini bisa dijalankan di Windows sebagai aplikasi (bukan seperti PC Manager yang tersedia). Semoga semakin berkembang.",5
"Mudah digunakan, sangat membantu dalam pencatatan, pemantauan keuangan bulanan dengan adanya laporan dan ulasan semua pengeluaran dan pendapatan. Semoga aplikasi ini ke depan semakin lebih baik, ada penambahan fungsi menu yang kaya.",5
"Dari sekian app, ini yg paling mudah, simple dan lumayan lengkap. Bisa auto debit pembayaran tagihan jatuh tempo sesuai real. Saran untuk investasi/deposito, pinjaman jika bisa di buat persentase bunga/pajak kumulatif nya.",5
"Saya datang kesini untuk berterimakasih, review bintang 5 saja masih terlalu rendah untuk aplikasi ini, sangat mudah untuk digunakan dan membantu saya untuk lebih bijak dalam mengatur keuangan, gratis, walaupun dengan iklan tetapi iklan tidak intrusive",5
"App keuangan yg sangat mudah, terinci secara rapih, untuk pemula sangat membantu. bisa ditambah untuk alokasi saving agar lebih terkontrol. dan supaya pengguna tau berapa persen dana yg dialokasikan untuk saving.",5
"Bagus banget, simpel & ga berbayar. Tapi blm ada fitur lihat statistik berdasarkan akun tertentu ya? Kalau bs diadakan ya, biar persentasenya ga nyampur semua akun. Thanks!",5
"Rekomendasi, sangat mudah dan fleksibel. Aku langsung up ke premium. Mudahan kedepan bisa di kasih bonus daftar aset serta inputan penyusutan / pengembagan nilai aset.",5
Keren. Pengkategorian akun keuangannya lengkap. Pengguna bahkan bisa membuatnya sendiri. Tampilan juga simpel dan oke. Iklan tidak mengggu dan mudah untuk menghilangkannya.,5
Sangat bagus dan membantu. Rekomendasi pada saat isi detail transaksi sangat membantu. Kurangnya terkadang ada iklan singkat setelah cuma isi satu transaksi dan sangat menganggu.,4
Terlalu sering iklan,2
masukan iklannya mengganggu,5
"Bagus, sederhana, aset dan kategori bisa diedit, menu perbandingan dengan waktu sebelumnya sepertinya belum ada, iklan perlu membayar untuk dihilangkan",5
"(1) Di tampilan laporannya, keterangan catatannya terpotong (2) Tampilan laporannya tidak rapi, jadi tidak enak dilihat (3) Kategori Aset seharusnya tidak perlu ada. Jadi ribet saat pengisian. (4) Sebenarnya pengen coba aplikasi catatan lain. Tapi setelah instal ini, ternyata masih bagus aplikasi catatan keuangan yg sy punya sebelumnya. Jadi buang2 kuota internet saja.",1
"mantap, aplikasinya keren sih, ada statistika nyaa, penjumlah dan pengurangan serta kalkulator tersendiri didalam apk, enak jadinya bisa tau isi dompet tanpa buka dompet terlebih dahulu jika selalu rutin melakukan perhitungan yg masuk ke dlm apknya",5
"Aplikasi bagus dan mudah di mengerti Untuk saldo akun, dulu kalau minus warna nya merah, sekarang sudah ga ada warna nya,, tolong balikin lagi kaya dulu untuk bagian saldo akun minus nya,, Jadi in warna merah lagi kalau sudah minus Terima kasih, good app",5
"So far its okey, sudah pakai lebih dari setahun tidak ada masalah. Layanan sangat membantu mengelola dan mengendalikan keuangan apalagi cocok untuk yang memegang uang dalam 1 akun untuk beberapa keperluan (fitur sumary grup keuangan, splitting 1 akun untuk beberapa akun). Tampilan ui yang lebib segar. Overall aplikasi yang bagus dan sangat membantu",5
Bagus sekali aplikasinya mantab sangat membantu gak ad iklan gk pernah nge leg enak banget penggunannya mudah aplikasinya gampang di pahami pokoj belum menemukan kekurangan dan yg paling keren ad data statistiknya wuiihhh jadi tambah kuuuuuereeeen... mantab pokok semuanya,5
"Serius ini aplikasi membantu banget. Detail, mudah diatur dan minim iklan. Best pokoknya ❤️ Udah nyoba sebagai aplikasi money management tapi baru ini yg paling lengkap dan sesuai sama aku. Makasih yaaaaaa ❤️",5
"Ini aplikasi udh yang paling bagus dri apk pengelola keuangan, tampilannya kga ribet jdi mudah pakenya. Saran saya tambahin widget pengeluaran perhari biar bisa diliat setiap buka hp 👍",5
ini kek mana export nya dahhhhh,1
"sangat berguna bagi saya karena mempermudah untuk mendata pemasukan dan pengeluaran bulanan, tapi sayangnya ada 1hal yg menurut saya kalau ada akan menjadi semakin bagus yaitu penghitungan pengeluaran sejak tanggal gajian... karena tanggal gajian saya setiap 25 tetapi kalau saya data ditanggal 25 maka akan terhitung pemasukan pada 1bulan itu bukan untuk 1bulan kedepan sedangkan kalau saya masukin tanggal gajiannya pada tanggal 1 penghitungan pengeluaran bulanan jadi kurang maksimal",5
"Aplikasinya sangat bagus, dan sesuai dengan kebutuhan saya. Suatu saat mungkin saya akan beralih ke premium. Namun apakah untuk biaya nya nanti berlangganan atau sekali bayar untuk layanan premium?",5
SUDAH MEMBELI PREMIUM TETAPI TETAP DISUGUHI IKLAN!,1
"Saya sangat suka aplikasi ini, apalagi dengan adanya fitur ""anggaran"" yg bisa diatur sesuai rencana pengeluaran tiap bulan. Sehingga kita bisa terarah dalam mengeluarkan uang dan bisa menghemat",5
sangat bagus dalam membantu mengelola keuangan,5
"mantap, bisa banyak aset sekaligus bahkan tanpa bayar. setelah premium malah tambah banyak fitur",5
kapan ada fitur login dengan email?,3
ini aplikasi mantap banget sih. simple gak bertele tele.,5
"Tampilan oke, UIUX oke, fitur yang tersedia juga oke, terdapat diagram pengeluaran juga, semakin mudah untuk mengetahui pengeluaran terbesar tiap bulan.",5
Bodoh banget gw baru tau sekarang pas umur 23 tahun. Aplikasi ini sangat bagus dan membantu. dulu gw manual pake buku kas hampir 3 tahunan cukup ribet lah. di apk ini simpel dan jelas serta rinci. mantap lah terimakasih suskses selalu 🗿🙏,5
"Tampilan sangat monoton, lebih baik diubah dengan tampilan yg lebih simpel dengan warna-warna yg berbeda disetiap fungsinya & tidak menghilangkan fitur yang ada. Selebihnya sudah sangat memuaskan 😍",4
"Aplikasi pengelolaan uang terbaik yang pernah saya temui & saya pakai sampai saat ini. Fiturnya lengkap, tampilan aplikasinya sangat mudah difahami. Ada fitur gratis & premium. Ada iklan tapi tidak terlalu mengganggu.",5
"Sungguh aplikasi yg luar biasa, sangat membantu dalam membuat pembukuan keuangan. Dgn format yg simple, mudah dipahami tetapi dgn fiturbyg sangat komplit 👍, sumpah the best banget aplikasi ini, thank you so much 😊🙏",5
"Sangat membantu mengelola pencatatan keuangan. Kami jd tahu mana pengeluaran yang bisa dihemat. Penggunaannya mudah, ada statistik nya dan aplikasinya ringan. Super...",5
"Apakah saya dapat membagi pembukuan saya dengan user lain yang secara real-time dapat menambahkan atau mengurangi pembukuan, dan akan terupdate secara otomatis? Multi user atau joint account. Jadi beberapa user dapat mengelola satu pembukuan yang terupdate secara real-time. Bukan melalui export atau import database.",5
"Mudah digunakan, report dan search transaksi cepat, walau sederhana menu nya tapi cukup baik dalam membantu kelola pengeluaran",5
Bagus banget bisa mengatur pendapatan dan pengeluaran serta saldo tersisa uang kita jadi bisa pikir2 dulu sebelum belanja pokoknya app ini lengkap banget buat anggaran belanja keluarga,5
"Aplikasinya bagus, asalkan kita sebagai user juga rajin menginput/mencatat transaksi. Versi pro lebih memuat banyak rekening, sangat lengkap.",5
Sangat bagus untuk menage keuangan apalagi yang memiliki bisnis karna disini fiture sangat lengkap. Diawal bakal agak susah digunakan tapi kalo sudah biasa pasti sangat membantu. Trims dev,5
"Tolong tambahkan menu Pemindahan Dana, tanpa perlu menambah/mengurangi dana pada Pemasukan/pengeluaran. Dan juga tambahkan fitur group pada transaksi. Jika bisa update juga untuk interface agak tampilan lebih fresh dan friendly. Utnuk Fitur berbayar juga bisa di perluas. So far this is a good App.",3
"Aku seneng apk ini, simpel, praktis, to the point, bisa simpen foto nota belanja. Cuma kurang 1, tambahin expor pdf/excel nya ya😘",5
"jadi lebih mudah ngatur keuangan dgn aplikasi ini.. bisa evaluasi mingguan, bulanan, bahkan tahunan.. aplikasi mudah digunakan dan ada password untuk menjaga privasi.. pokoknya TOP untuk money manager 👍👍",5
"Aplikasinya bagus untuk mengelola keuangan. Pengeluaran dan pendapatan kita bisa diatur, dengan baik. Terlebih untuk yang merantau.",5
"udah coba beberapa aplikasi pengaturan keuangan untuk pemula, so far aplikasi ini paling mambantu, semua menu ada di sini, teruntuk developer apsnya terimakasih banyak, semoga ilmunya semakin berkah.",5
"Aplikasinya sangat bermanfaat, membantu saya dalam mengetahui dan mengelola keuangan. Semuanya bisa tercatat di sini. Terimakasih kepada pembuat aplikasi ini. Semoga Tuhan membalas nya dengan pahala yang berlipat.",5
"Mantap, bisa bikin banyak pos-pos keuangan. The best aplikasi keuangan personal yang pernah saya coba. Saranny cuman satu, tambahin menu pencatatan investasi disamping pendapatan dan pengeluaran 😊",5
"Sangat membantu, user experience nya sangat friendly, yang paling mantab ini bisa kamu sinkronisasi kan dengan akun google kamu jadi engga usah takut ilang catetanmu yang penting pastiin backup nya yah hehehe Terimakasih yang udah ngembangin aplikasi sebagus ini 🙏🏾",5
"Mempermudah pencatatan , bisa lebih belajar disiplin mencatat pemasukan dan pengeluaran. Software yg sangat membantu..trims",5
"Membingungkan, saya sudah lama beli premium, dan tidak sengaja aplikasinya ter-uninstall lalu saat install ulang saya kebingungan mencari dimana cara memasukkan data lama saya yang sudah premium.",1
Tampilan sederhana tp lengkap.. fitur akun bisa ditambah sendiri sehingga menyesuaikan kebutuhan pengguna..,5
"Saya cocok menggunakan aplikasi ini, mudah dipahami, alur pembukuan yang jelas, dan tentunya fleksibel dalam pengaturan akun aset, pemasukan dan pengeluarannya. Tergantung bangaimana keinginan kita dalam seni mengatur keuangan.",5
"Saya sudah coba berbagai macam aplikasi keuangan cma ini yang pling merepresentasikan keinginan saya dalam mengelola keuangan, kalau bisa ada fitur average perhari dr setiap kategori, jadi kita bisa liat perhari utk makanan habis berapa dll... Terimakasih",5
"Aplikasinya sudah, kalo bisa, misal ganti hp dan data yang dicadangkan sudah dipulihkan, lebih bagus lagi kalo langsung muncul di catatan di aplikasi nya, jadi gak perlu repot download",3
"Aplikasi pencatatan uang terbaik, fitur lengkap dan GRATIS. Dan bahkan punya desktop fitur yg bisa berguna buat manage versi layar yg lebih gede. Super good app 🔥",5
So far bagus. Mudah digunakan. Tapi ini klo ganti bulan pencatatannya pendapatan n pengeluaran jd ngulang dri 0 ya? Bisa ga dilanjut dari bulan sebelumnya totalnya? jd bisa tau sampe detik skrg ada uang brp dri bulan kmrn juga,4
"Aplikasi yang sangat membantu. Namun sayangnya semua masih dalam bahasa Inggris sehingga kadang ada hal yang tidak dipahami. Kepada developer, apakah bisa menambah Bahasa Indonesia untuk artikelnya? Makasih",4
sangat lengkap dan mudah digunakan. namun belum ada fitur output filenya. semoga kedepannya bisa dibuat output file excel rekapan keuangannya ^^,4
